,scaffold length (bp),NG (X),Species
59,52101127,60,Dath.GCA_008121215
60,52101127,61,Dath.GCA_008121215
61,42973490,62,Dath.GCA_008121215
62,42973490,63,Dath.GCA_008121215
63,42973490,64,Dath.GCA_008121215
64,42973490,65,Dath.GCA_008121215
65,42973490,66,Dath.GCA_008121215
66,42973490,67,Dath.GCA_008121215
67,42973490,68,Dath.GCA_008121215
68,42973490,69,Dath.GCA_008121215
69,42973490,70,Dath.GCA_008121215
70,42973490,71,Dath.GCA_008121215
71,42973490,72,Dath.GCA_008121215
72,42973490,73,Dath.GCA_008121215
73,42973490,74,Dath.GCA_008121215
74,42973490,75,Dath.GCA_008121215
75,42973490,76,Dath.GCA_008121215
76,42973490,77,Dath.GCA_008121215
77,42973490,78,Dath.GCA_008121215
78,42973490,79,Dath.GCA_008121215
79,42973490,80,Dath.GCA_008121215
80,42973490,81,Dath.GCA_008121215
81,42973490,82,Dath.GCA_008121215
82,42973490,83,Dath.GCA_008121215
83,42973490,84,Dath.GCA_008121215
84,6853571,85,Dath.GCA_008121215
85,6853571,86,Dath.GCA_008121215
86,6853571,87,Dath.GCA_008121215
87,4269191,88,Dath.GCA_008121215
88,4269191,89,Dath.GCA_008121215
89,3851251,90,Dath.GCA_008121215
90,3851251,91,Dath.GCA_008121215
91,2987374,92,Dath.GCA_008121215
92,2987374,93,Dath.GCA_008121215
93,1524173,94,Dath.GCA_008121215
94,1192178,95,Dath.GCA_008121215
95,974471,96,Dath.GCA_008121215
96,524433,97,Dath.GCA_008121215
97,111058,98,Dath.GCA_008121215
98,62121,99,Dath.GCA_008121215
99,4550,100,Dath.GCA_008121215
0,32904246,1,Dazt.GCA_005876895
1,32904246,2,Dazt.GCA_005876895
2,32904246,3,Dazt.GCA_005876895
3,32904246,4,Dazt.GCA_005876895
4,32904246,5,Dazt.GCA_005876895
5,32904246,6,Dazt.GCA_005876895
6,32904246,7,Dazt.GCA_005876895
7,32904246,8,Dazt.GCA_005876895
8,32904246,9,Dazt.GCA_005876895
9,32904246,10,Dazt.GCA_005876895
10,32904246,11,Dazt.GCA_005876895
11,32904246,12,Dazt.GCA_005876895
12,32904246,13,Dazt.GCA_005876895
13,32904246,14,Dazt.GCA_005876895
14,32904246,15,Dazt.GCA_005876895
15,24535340,16,Dazt.GCA_005876895
16,24535340,17,Dazt.GCA_005876895
17,24535340,18,Dazt.GCA_005876895
18,24535340,19,Dazt.GCA_005876895
19,24535340,20,Dazt.GCA_005876895
20,24535340,21,Dazt.GCA_005876895
21,24535340,22,Dazt.GCA_005876895
22,24535340,23,Dazt.GCA_005876895
23,24535340,24,Dazt.GCA_005876895
24,24535340,25,Dazt.GCA_005876895
25,24535340,26,Dazt.GCA_005876895
26,23335694,27,Dazt.GCA_005876895
27,23335694,28,Dazt.GCA_005876895
28,23335694,29,Dazt.GCA_005876895
29,23335694,30,Dazt.GCA_005876895
30,23335694,31,Dazt.GCA_005876895
31,23335694,32,Dazt.GCA_005876895
32,23335694,33,Dazt.GCA_005876895
33,23335694,34,Dazt.GCA_005876895
34,23335694,35,Dazt.GCA_005876895
35,23335694,36,Dazt.GCA_005876895
36,23083950,37,Dazt.GCA_005876895
37,23083950,38,Dazt.GCA_005876895
38,23083950,39,Dazt.GCA_005876895
39,23083950,40,Dazt.GCA_005876895
40,23083950,41,Dazt.GCA_005876895
41,23083950,42,Dazt.GCA_005876895
42,23083950,43,Dazt.GCA_005876895
43,23083950,44,Dazt.GCA_005876895
44,23083950,45,Dazt.GCA_005876895
45,23083950,46,Dazt.GCA_005876895
46,23083950,47,Dazt.GCA_005876895
47,17833963,48,Dazt.GCA_005876895
48,17833963,49,Dazt.GCA_005876895
49,17833963,50,Dazt.GCA_005876895
50,17833963,51,Dazt.GCA_005876895
51,17833963,52,Dazt.GCA_005876895
52,17833963,53,Dazt.GCA_005876895
53,17833963,54,Dazt.GCA_005876895
54,17833963,55,Dazt.GCA_005876895
55,16091578,56,Dazt.GCA_005876895
56,16091578,57,Dazt.GCA_005876895
57,16091578,58,Dazt.GCA_005876895
58,16091578,59,Dazt.GCA_005876895
59,16091578,60,Dazt.GCA_005876895
60,16091578,61,Dazt.GCA_005876895
61,16091578,62,Dazt.GCA_005876895
62,10516216,63,Dazt.GCA_005876895
63,10516216,64,Dazt.GCA_005876895
64,10516216,65,Dazt.GCA_005876895
65,10516216,66,Dazt.GCA_005876895
66,10516216,67,Dazt.GCA_005876895
67,7911112,68,Dazt.GCA_005876895
68,7911112,69,Dazt.GCA_005876895
69,7911112,70,Dazt.GCA_005876895
70,7911112,71,Dazt.GCA_005876895
71,7863500,72,Dazt.GCA_005876895
72,7863500,73,Dazt.GCA_005876895
73,7863500,74,Dazt.GCA_005876895
74,6414832,75,Dazt.GCA_005876895
75,6414832,76,Dazt.GCA_005876895
76,6414832,77,Dazt.GCA_005876895
77,5056307,78,Dazt.GCA_005876895
78,5056307,79,Dazt.GCA_005876895
79,5056307,80,Dazt.GCA_005876895
80,4982831,81,Dazt.GCA_005876895
81,4982831,82,Dazt.GCA_005876895
82,4706263,83,Dazt.GCA_005876895
83,4706263,84,Dazt.GCA_005876895
84,4425699,85,Dazt.GCA_005876895
85,4425699,86,Dazt.GCA_005876895
86,2265032,87,Dazt.GCA_005876895
87,1705176,88,Dazt.GCA_005876895
88,1396639,89,Dazt.GCA_005876895
89,1216701,90,Dazt.GCA_005876895
90,641188,91,Dazt.GCA_005876895
91,589125,92,Dazt.GCA_005876895
92,507006,93,Dazt.GCA_005876895
93,398512,94,Dazt.GCA_005876895
94,288091,95,Dazt.GCA_005876895
95,223056,96,Dazt.GCA_005876895
96,153689,97,Dazt.GCA_005876895
97,124181,98,Dazt.GCA_005876895
98,94763,99,Dazt.GCA_005876895
99,33501,100,Dazt.GCA_005876895
0,53815770,1,Dmir.GCF_003369915
1,53815770,2,Dmir.GCF_003369915
2,53815770,3,Dmir.GCF_003369915
3,53815770,4,Dmir.GCF_003369915
4,53815770,5,Dmir.GCF_003369915
5,53815770,6,Dmir.GCF_003369915
6,53815770,7,Dmir.GCF_003369915
7,53815770,8,Dmir.GCF_003369915
8,53815770,9,Dmir.GCF_003369915
9,53815770,10,Dmir.GCF_003369915
10,53815770,11,Dmir.GCF_003369915
11,53815770,12,Dmir.GCF_003369915
12,53815770,13,Dmir.GCF_003369915
13,53815770,14,Dmir.GCF_003369915
14,53815770,15,Dmir.GCF_003369915
15,53815770,16,Dmir.GCF_003369915
16,53815770,17,Dmir.GCF_003369915
17,53815770,18,Dmir.GCF_003369915
18,52279357,19,Dmir.GCF_003369915
19,52279357,20,Dmir.GCF_003369915
20,52279357,21,Dmir.GCF_003369915
21,52279357,22,Dmir.GCF_003369915
22,52279357,23,Dmir.GCF_003369915
23,52279357,24,Dmir.GCF_003369915
24,52279357,25,Dmir.GCF_003369915
25,52279357,26,Dmir.GCF_003369915
26,52279357,27,Dmir.GCF_003369915
27,52279357,28,Dmir.GCF_003369915
28,52279357,29,Dmir.GCF_003369915
29,52279357,30,Dmir.GCF_003369915
30,52279357,31,Dmir.GCF_003369915
31,52279357,32,Dmir.GCF_003369915
32,52279357,33,Dmir.GCF_003369915
33,52279357,34,Dmir.GCF_003369915
34,52279357,35,Dmir.GCF_003369915
35,52279357,36,Dmir.GCF_003369915
36,37200578,37,Dmir.GCF_003369915
37,37200578,38,Dmir.GCF_003369915
38,37200578,39,Dmir.GCF_003369915
39,37200578,40,Dmir.GCF_003369915
40,37200578,41,Dmir.GCF_003369915
41,37200578,42,Dmir.GCF_003369915
42,37200578,43,Dmir.GCF_003369915
43,37200578,44,Dmir.GCF_003369915
44,37200578,45,Dmir.GCF_003369915
45,37200578,46,Dmir.GCF_003369915
46,37200578,47,Dmir.GCF_003369915
47,37200578,48,Dmir.GCF_003369915
48,37200578,49,Dmir.GCF_003369915
49,35263383,50,Dmir.GCF_003369915
50,35263383,51,Dmir.GCF_003369915
51,35263383,52,Dmir.GCF_003369915
52,35263383,53,Dmir.GCF_003369915
53,35263383,54,Dmir.GCF_003369915
54,35263383,55,Dmir.GCF_003369915
55,35263383,56,Dmir.GCF_003369915
56,35263383,57,Dmir.GCF_003369915
57,35263383,58,Dmir.GCF_003369915
58,35263383,59,Dmir.GCF_003369915
59,35263383,60,Dmir.GCF_003369915
60,35263383,61,Dmir.GCF_003369915
61,35263383,62,Dmir.GCF_003369915
62,32539841,63,Dmir.GCF_003369915
63,32539841,64,Dmir.GCF_003369915
64,32539841,65,Dmir.GCF_003369915
65,32539841,66,Dmir.GCF_003369915
66,32539841,67,Dmir.GCF_003369915
67,32539841,68,Dmir.GCF_003369915
68,32539841,69,Dmir.GCF_003369915
69,32539841,70,Dmir.GCF_003369915
70,32539841,71,Dmir.GCF_003369915
71,32539841,72,Dmir.GCF_003369915
72,32539841,73,Dmir.GCF_003369915
73,25342487,74,Dmir.GCF_003369915
74,25342487,75,Dmir.GCF_003369915
75,25342487,76,Dmir.GCF_003369915
76,25342487,77,Dmir.GCF_003369915
77,25342487,78,Dmir.GCF_003369915
78,25342487,79,Dmir.GCF_003369915
79,25342487,80,Dmir.GCF_003369915
80,25342487,81,Dmir.GCF_003369915
81,25342487,82,Dmir.GCF_003369915
82,25306191,83,Dmir.GCF_003369915
83,25306191,84,Dmir.GCF_003369915
84,25306191,85,Dmir.GCF_003369915
85,25306191,86,Dmir.GCF_003369915
86,25306191,87,Dmir.GCF_003369915
87,25306191,88,Dmir.GCF_003369915
88,25306191,89,Dmir.GCF_003369915
89,25306191,90,Dmir.GCF_003369915
90,25306191,91,Dmir.GCF_003369915
91,10667253,92,Dmir.GCF_003369915
92,10667253,93,Dmir.GCF_003369915
93,10667253,94,Dmir.GCF_003369915
94,2366016,95,Dmir.GCF_003369915
95,1516596,96,Dmir.GCF_003369915
96,1115462,97,Dmir.GCF_003369915
97,422300,98,Dmir.GCF_003369915
98,119694,99,Dmir.GCF_003369915
99,3185,100,Dmir.GCF_003369915
0,28574317,1,Dper.GCF_003286085
1,28574317,2,Dper.GCF_003286085
2,28574317,3,Dper.GCF_003286085
3,28574317,4,Dper.GCF_003286085
4,28574317,5,Dper.GCF_003286085
5,28574317,6,Dper.GCF_003286085
6,28574317,7,Dper.GCF_003286085
7,28574317,8,Dper.GCF_003286085
8,28574317,9,Dper.GCF_003286085
9,28574317,10,Dper.GCF_003286085
10,28574317,11,Dper.GCF_003286085
11,28574317,12,Dper.GCF_003286085
12,28574317,13,Dper.GCF_003286085
13,28574317,14,Dper.GCF_003286085
14,22671604,15,Dper.GCF_003286085
15,22671604,16,Dper.GCF_003286085
16,22671604,17,Dper.GCF_003286085
17,22671604,18,Dper.GCF_003286085
18,22671604,19,Dper.GCF_003286085
19,22671604,20,Dper.GCF_003286085
20,22671604,21,Dper.GCF_003286085
21,22671604,22,Dper.GCF_003286085
22,22671604,23,Dper.GCF_003286085
23,22671604,24,Dper.GCF_003286085
24,22671604,25,Dper.GCF_003286085
25,22671604,26,Dper.GCF_003286085
26,16243843,27,Dper.GCF_003286085
27,16243843,28,Dper.GCF_003286085
28,16243843,29,Dper.GCF_003286085
29,16243843,30,Dper.GCF_003286085
30,16243843,31,Dper.GCF_003286085
31,16243843,32,Dper.GCF_003286085
32,16243843,33,Dper.GCF_003286085
33,16243843,34,Dper.GCF_003286085
34,15130823,35,Dper.GCF_003286085
35,15130823,36,Dper.GCF_003286085
36,15130823,37,Dper.GCF_003286085
37,15130823,38,Dper.GCF_003286085
38,15130823,39,Dper.GCF_003286085
39,15130823,40,Dper.GCF_003286085
40,15130823,41,Dper.GCF_003286085
41,15130823,42,Dper.GCF_003286085
42,6954791,43,Dper.GCF_003286085
43,6954791,44,Dper.GCF_003286085
44,6954791,45,Dper.GCF_003286085
45,5492609,46,Dper.GCF_003286085
46,5492609,47,Dper.GCF_003286085
47,5492609,48,Dper.GCF_003286085
48,5212974,49,Dper.GCF_003286085
49,5212974,50,Dper.GCF_003286085
50,5212974,51,Dper.GCF_003286085
51,4961753,52,Dper.GCF_003286085
52,4961753,53,Dper.GCF_003286085
53,3553640,54,Dper.GCF_003286085
54,3553640,55,Dper.GCF_003286085
55,3296808,56,Dper.GCF_003286085
56,3296808,57,Dper.GCF_003286085
57,2976574,58,Dper.GCF_003286085
58,2813463,59,Dper.GCF_003286085
59,2813463,60,Dper.GCF_003286085
60,2086769,61,Dper.GCF_003286085
61,2069170,62,Dper.GCF_003286085
62,2032689,63,Dper.GCF_003286085
63,2022344,64,Dper.GCF_003286085
64,1944625,65,Dper.GCF_003286085
65,1925789,66,Dper.GCF_003286085
66,1757415,67,Dper.GCF_003286085
67,1670753,68,Dper.GCF_003286085
68,1555113,69,Dper.GCF_003286085
69,1507548,70,Dper.GCF_003286085
70,1407454,71,Dper.GCF_003286085
71,1320403,72,Dper.GCF_003286085
72,1259558,73,Dper.GCF_003286085
73,1222407,74,Dper.GCF_003286085
74,1203498,75,Dper.GCF_003286085
75,1044631,76,Dper.GCF_003286085
76,920977,77,Dper.GCF_003286085
77,770727,78,Dper.GCF_003286085
78,694535,79,Dper.GCF_003286085
79,626115,80,Dper.GCF_003286085
80,427341,81,Dper.GCF_003286085
81,382883,82,Dper.GCF_003286085
82,329300,83,Dper.GCF_003286085
83,291805,84,Dper.GCF_003286085
84,263521,85,Dper.GCF_003286085
85,242136,86,Dper.GCF_003286085
86,190006,87,Dper.GCF_003286085
87,173122,88,Dper.GCF_003286085
88,146013,89,Dper.GCF_003286085
89,129264,90,Dper.GCF_003286085
90,109916,91,Dper.GCF_003286085
91,96406,92,Dper.GCF_003286085
92,85352,93,Dper.GCF_003286085
93,76169,94,Dper.GCF_003286085
94,66556,95,Dper.GCF_003286085
95,58860,96,Dper.GCF_003286085
96,53809,97,Dper.GCF_003286085
97,48643,98,Dper.GCF_003286085
98,43116,99,Dper.GCF_003286085
99,20884,100,Dper.GCF_003286085
0,11990671,1,Dper.d101g
1,11990671,2,Dper.d101g
2,11990671,3,Dper.d101g
3,11990671,4,Dper.d101g
4,11990671,5,Dper.d101g
5,11990671,6,Dper.d101g
6,11990671,7,Dper.d101g
7,10527855,8,Dper.d101g
8,10527855,9,Dper.d101g
9,10527855,10,Dper.d101g
10,10527855,11,Dper.d101g
11,10527855,12,Dper.d101g
12,10527855,13,Dper.d101g
13,10527855,14,Dper.d101g
14,9571653,15,Dper.d101g
15,9571653,16,Dper.d101g
16,9571653,17,Dper.d101g
17,9571653,18,Dper.d101g
18,9571653,19,Dper.d101g
19,9571653,20,Dper.d101g
20,9249709,21,Dper.d101g
21,9249709,22,Dper.d101g
22,9249709,23,Dper.d101g
23,9249709,24,Dper.d101g
24,9249709,25,Dper.d101g
25,9249709,26,Dper.d101g
26,9249709,27,Dper.d101g
27,8818482,28,Dper.d101g
28,8818482,29,Dper.d101g
29,8818482,30,Dper.d101g
30,8818482,31,Dper.d101g
31,8818482,32,Dper.d101g
32,8659643,33,Dper.d101g
33,8659643,34,Dper.d101g
34,8659643,35,Dper.d101g
35,8659643,36,Dper.d101g
36,8659643,37,Dper.d101g
37,8659643,38,Dper.d101g
38,6898310,39,Dper.d101g
39,6898310,40,Dper.d101g
40,6898310,41,Dper.d101g
41,6898310,42,Dper.d101g
42,6898310,43,Dper.d101g
43,6655877,44,Dper.d101g
44,6655877,45,Dper.d101g
45,6655877,46,Dper.d101g
46,6655877,47,Dper.d101g
47,4059666,48,Dper.d101g
48,4059666,49,Dper.d101g
49,4059666,50,Dper.d101g
50,3760075,51,Dper.d101g
51,3760075,52,Dper.d101g
52,3752110,53,Dper.d101g
53,3752110,54,Dper.d101g
54,3461054,55,Dper.d101g
55,3461054,56,Dper.d101g
56,3461054,57,Dper.d101g
57,3406128,58,Dper.d101g
58,3406128,59,Dper.d101g
59,3128338,60,Dper.d101g
60,3128338,61,Dper.d101g
61,2868315,62,Dper.d101g
62,2868315,63,Dper.d101g
63,2374691,64,Dper.d101g
64,2354506,65,Dper.d101g
65,2354506,66,Dper.d101g
66,2326818,67,Dper.d101g
67,2308345,68,Dper.d101g
68,2308345,69,Dper.d101g
69,2286520,70,Dper.d101g
70,2199835,71,Dper.d101g
71,2199835,72,Dper.d101g
72,1847456,73,Dper.d101g
73,1465415,74,Dper.d101g
74,1438791,75,Dper.d101g
75,1425389,76,Dper.d101g
76,1367094,77,Dper.d101g
77,1350949,78,Dper.d101g
78,1182180,79,Dper.d101g
79,1019608,80,Dper.d101g
80,842305,81,Dper.d101g
81,720085,82,Dper.d101g
82,579326,83,Dper.d101g
83,503870,84,Dper.d101g
84,426273,85,Dper.d101g
85,317411,86,Dper.d101g
86,273192,87,Dper.d101g
87,245954,88,Dper.d101g
88,191671,89,Dper.d101g
89,173134,90,Dper.d101g
90,131587,91,Dper.d101g
91,110889,92,Dper.d101g
92,95157,93,Dper.d101g
93,79773,94,Dper.d101g
94,61652,95,Dper.d101g
95,42626,96,Dper.d101g
96,30770,97,Dper.d101g
97,19795,98,Dper.d101g
98,8142,99,Dper.d101g
99,206,100,Dper.d101g
0,10488096,1,Dper.d15genomes
1,10488096,2,Dper.d15genomes
2,10488096,3,Dper.d15genomes
3,10488096,4,Dper.d15genomes
4,10488096,5,Dper.d15genomes
5,10488096,6,Dper.d15genomes
6,8672018,7,Dper.d15genomes
7,8672018,8,Dper.d15genomes
8,8672018,9,Dper.d15genomes
9,8672018,10,Dper.d15genomes
10,8672018,11,Dper.d15genomes
11,7979529,12,Dper.d15genomes
12,7979529,13,Dper.d15genomes
13,7979529,14,Dper.d15genomes
14,7979529,15,Dper.d15genomes
15,7979529,16,Dper.d15genomes
16,6883906,17,Dper.d15genomes
17,6883906,18,Dper.d15genomes
18,6883906,19,Dper.d15genomes
19,6883906,20,Dper.d15genomes
20,6702700,21,Dper.d15genomes
21,6702700,22,Dper.d15genomes
22,6702700,23,Dper.d15genomes
23,6702700,24,Dper.d15genomes
24,5634998,25,Dper.d15genomes
25,5634998,26,Dper.d15genomes
26,5634998,27,Dper.d15genomes
27,5634998,28,Dper.d15genomes
28,4839135,29,Dper.d15genomes
29,4839135,30,Dper.d15genomes
30,4839135,31,Dper.d15genomes
31,4804968,32,Dper.d15genomes
32,4804968,33,Dper.d15genomes
33,4804968,34,Dper.d15genomes
34,4426084,35,Dper.d15genomes
35,4426084,36,Dper.d15genomes
36,4230719,37,Dper.d15genomes
37,4230719,38,Dper.d15genomes
38,4230719,39,Dper.d15genomes
39,3839121,40,Dper.d15genomes
40,3839121,41,Dper.d15genomes
41,3717713,42,Dper.d15genomes
42,3717713,43,Dper.d15genomes
43,3717713,44,Dper.d15genomes
44,3701484,45,Dper.d15genomes
45,3701484,46,Dper.d15genomes
46,3595934,47,Dper.d15genomes
47,3595934,48,Dper.d15genomes
48,3429058,49,Dper.d15genomes
49,3429058,50,Dper.d15genomes
50,3039145,51,Dper.d15genomes
51,3039145,52,Dper.d15genomes
52,2732435,53,Dper.d15genomes
53,2732435,54,Dper.d15genomes
54,2698522,55,Dper.d15genomes
55,2421388,56,Dper.d15genomes
56,2421388,57,Dper.d15genomes
57,2196513,58,Dper.d15genomes
58,2182452,59,Dper.d15genomes
59,2028392,60,Dper.d15genomes
60,2028392,61,Dper.d15genomes
61,1952498,62,Dper.d15genomes
62,1914317,63,Dper.d15genomes
63,1841938,64,Dper.d15genomes
64,1643138,65,Dper.d15genomes
65,1611482,66,Dper.d15genomes
66,1559406,67,Dper.d15genomes
67,1419527,68,Dper.d15genomes
68,1410976,69,Dper.d15genomes
69,1310616,70,Dper.d15genomes
70,1127894,71,Dper.d15genomes
71,1043831,72,Dper.d15genomes
72,984008,73,Dper.d15genomes
73,937799,74,Dper.d15genomes
74,930867,75,Dper.d15genomes
75,908826,76,Dper.d15genomes
76,852462,77,Dper.d15genomes
77,809584,78,Dper.d15genomes
78,776475,79,Dper.d15genomes
79,682629,80,Dper.d15genomes
80,649558,81,Dper.d15genomes
81,562524,82,Dper.d15genomes
82,517469,83,Dper.d15genomes
83,453005,84,Dper.d15genomes
84,413696,85,Dper.d15genomes
85,329111,86,Dper.d15genomes
86,305718,87,Dper.d15genomes
87,256642,88,Dper.d15genomes
88,223278,89,Dper.d15genomes
89,203827,90,Dper.d15genomes
90,181932,91,Dper.d15genomes
91,166998,92,Dper.d15genomes
92,142376,93,Dper.d15genomes
93,114738,94,Dper.d15genomes
94,89663,95,Dper.d15genomes
95,77201,96,Dper.d15genomes
96,55894,97,Dper.d15genomes
97,38708,98,Dper.d15genomes
98,20203,99,Dper.d15genomes
99,301,100,Dper.d15genomes
0,11203357,1,Dpse.d15genomes
1,11203357,2,Dpse.d15genomes
2,11203357,3,Dpse.d15genomes
3,11203357,4,Dpse.d15genomes
4,11203357,5,Dpse.d15genomes
5,11203357,6,Dpse.d15genomes
6,11203357,7,Dpse.d15genomes
7,7334445,8,Dpse.d15genomes
8,7334445,9,Dpse.d15genomes
9,7334445,10,Dpse.d15genomes
10,7334445,11,Dpse.d15genomes
11,6374927,12,Dpse.d15genomes
12,6374927,13,Dpse.d15genomes
13,6374927,14,Dpse.d15genomes
14,6374927,15,Dpse.d15genomes
15,6251583,16,Dpse.d15genomes
16,6251583,17,Dpse.d15genomes
17,6251583,18,Dpse.d15genomes
18,6251583,19,Dpse.d15genomes
19,6161423,20,Dpse.d15genomes
20,6161423,21,Dpse.d15genomes
21,6161423,22,Dpse.d15genomes
22,6161423,23,Dpse.d15genomes
23,5171724,24,Dpse.d15genomes
24,5171724,25,Dpse.d15genomes
25,5171724,26,Dpse.d15genomes
26,4606943,27,Dpse.d15genomes
27,4606943,28,Dpse.d15genomes
28,4606943,29,Dpse.d15genomes
29,4302182,30,Dpse.d15genomes
30,4302182,31,Dpse.d15genomes
31,4302182,32,Dpse.d15genomes
32,4262039,33,Dpse.d15genomes
33,4262039,34,Dpse.d15genomes
34,4262039,35,Dpse.d15genomes
35,4225606,36,Dpse.d15genomes
36,4225606,37,Dpse.d15genomes
37,4170896,38,Dpse.d15genomes
38,4170896,39,Dpse.d15genomes
39,4170896,40,Dpse.d15genomes
40,4061202,41,Dpse.d15genomes
41,4061202,42,Dpse.d15genomes
42,3914780,43,Dpse.d15genomes
43,3914780,44,Dpse.d15genomes
44,3914780,45,Dpse.d15genomes
45,3362248,46,Dpse.d15genomes
46,3362248,47,Dpse.d15genomes
47,3213256,48,Dpse.d15genomes
48,3213256,49,Dpse.d15genomes
49,2983193,50,Dpse.d15genomes
50,2983193,51,Dpse.d15genomes
51,2630901,52,Dpse.d15genomes
52,2592063,53,Dpse.d15genomes
53,2592063,54,Dpse.d15genomes
54,2516173,55,Dpse.d15genomes
55,2516173,56,Dpse.d15genomes
56,2325189,57,Dpse.d15genomes
57,2200405,58,Dpse.d15genomes
58,2200405,59,Dpse.d15genomes
59,2027787,60,Dpse.d15genomes
60,1964048,61,Dpse.d15genomes
61,1670207,62,Dpse.d15genomes
62,1642483,63,Dpse.d15genomes
63,1559129,64,Dpse.d15genomes
64,1516704,65,Dpse.d15genomes
65,1383195,66,Dpse.d15genomes
66,1313725,67,Dpse.d15genomes
67,1306737,68,Dpse.d15genomes
68,1069006,69,Dpse.d15genomes
69,1033991,70,Dpse.d15genomes
70,950339,71,Dpse.d15genomes
71,918339,72,Dpse.d15genomes
72,905274,73,Dpse.d15genomes
73,898669,74,Dpse.d15genomes
74,889155,75,Dpse.d15genomes
75,853584,76,Dpse.d15genomes
76,787277,77,Dpse.d15genomes
77,775464,78,Dpse.d15genomes
78,763165,79,Dpse.d15genomes
79,753937,80,Dpse.d15genomes
80,658860,81,Dpse.d15genomes
81,586471,82,Dpse.d15genomes
82,575644,83,Dpse.d15genomes
83,538265,84,Dpse.d15genomes
84,527120,85,Dpse.d15genomes
85,432924,86,Dpse.d15genomes
86,337092,87,Dpse.d15genomes
87,296269,88,Dpse.d15genomes
88,264116,89,Dpse.d15genomes
89,226687,90,Dpse.d15genomes
90,194059,91,Dpse.d15genomes
91,170150,92,Dpse.d15genomes
92,141485,93,Dpse.d15genomes
93,118799,94,Dpse.d15genomes
94,97511,95,Dpse.d15genomes
95,77879,96,Dpse.d15genomes
96,60133,97,Dpse.d15genomes
97,45840,98,Dpse.d15genomes
98,28627,99,Dpse.d15genomes
99,807,100,Dpse.d15genomes
0,68158638,1,Dpse.GCF_009870125
1,68158638,2,Dpse.GCF_009870125
2,68158638,3,Dpse.GCF_009870125
3,68158638,4,Dpse.GCF_009870125
4,68158638,5,Dpse.GCF_009870125
5,68158638,6,Dpse.GCF_009870125
6,68158638,7,Dpse.GCF_009870125
7,68158638,8,Dpse.GCF_009870125
8,68158638,9,Dpse.GCF_009870125
9,68158638,10,Dpse.GCF_009870125
10,68158638,11,Dpse.GCF_009870125
11,68158638,12,Dpse.GCF_009870125
12,68158638,13,Dpse.GCF_009870125
13,68158638,14,Dpse.GCF_009870125
14,68158638,15,Dpse.GCF_009870125
15,68158638,16,Dpse.GCF_009870125
16,68158638,17,Dpse.GCF_009870125
17,68158638,18,Dpse.GCF_009870125
18,68158638,19,Dpse.GCF_009870125
19,68158638,20,Dpse.GCF_009870125
20,68158638,21,Dpse.GCF_009870125
21,68158638,22,Dpse.GCF_009870125
22,68158638,23,Dpse.GCF_009870125
23,68158638,24,Dpse.GCF_009870125
24,68158638,25,Dpse.GCF_009870125
25,68158638,26,Dpse.GCF_009870125
26,68158638,27,Dpse.GCF_009870125
27,68158638,28,Dpse.GCF_009870125
28,68158638,29,Dpse.GCF_009870125
29,68158638,30,Dpse.GCF_009870125
30,68158638,31,Dpse.GCF_009870125
31,68158638,32,Dpse.GCF_009870125
32,68158638,33,Dpse.GCF_009870125
33,68158638,34,Dpse.GCF_009870125
34,68158638,35,Dpse.GCF_009870125
35,68158638,36,Dpse.GCF_009870125
36,68158638,37,Dpse.GCF_009870125
37,68158638,38,Dpse.GCF_009870125
38,68158638,39,Dpse.GCF_009870125
39,68158638,40,Dpse.GCF_009870125
40,68158638,41,Dpse.GCF_009870125
41,32422566,42,Dpse.GCF_009870125
42,32422566,43,Dpse.GCF_009870125
43,32422566,44,Dpse.GCF_009870125
44,32422566,45,Dpse.GCF_009870125
45,32422566,46,Dpse.GCF_009870125
46,32422566,47,Dpse.GCF_009870125
47,32422566,48,Dpse.GCF_009870125
48,32422566,49,Dpse.GCF_009870125
49,32422566,50,Dpse.GCF_009870125
50,32422566,51,Dpse.GCF_009870125
51,32422566,52,Dpse.GCF_009870125
52,32422566,53,Dpse.GCF_009870125
53,32422566,54,Dpse.GCF_009870125
54,32422566,55,Dpse.GCF_009870125
55,32422566,56,Dpse.GCF_009870125
56,32422566,57,Dpse.GCF_009870125
57,32422566,58,Dpse.GCF_009870125
58,32422566,59,Dpse.GCF_009870125
59,32422566,60,Dpse.GCF_009870125
60,32422566,61,Dpse.GCF_009870125
61,30706867,62,Dpse.GCF_009870125
62,30706867,63,Dpse.GCF_009870125
63,30706867,64,Dpse.GCF_009870125
64,30706867,65,Dpse.GCF_009870125
65,30706867,66,Dpse.GCF_009870125
66,30706867,67,Dpse.GCF_009870125
67,30706867,68,Dpse.GCF_009870125
68,30706867,69,Dpse.GCF_009870125
69,30706867,70,Dpse.GCF_009870125
70,30706867,71,Dpse.GCF_009870125
71,30706867,72,Dpse.GCF_009870125
72,30706867,73,Dpse.GCF_009870125
73,30706867,74,Dpse.GCF_009870125
74,30706867,75,Dpse.GCF_009870125
75,30706867,76,Dpse.GCF_009870125
76,30706867,77,Dpse.GCF_009870125
77,30706867,78,Dpse.GCF_009870125
78,30706867,79,Dpse.GCF_009870125
79,30706867,80,Dpse.GCF_009870125
80,23510042,81,Dpse.GCF_009870125
81,23510042,82,Dpse.GCF_009870125
82,23510042,83,Dpse.GCF_009870125
83,23510042,84,Dpse.GCF_009870125
84,23510042,85,Dpse.GCF_009870125
